Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2013-01-02,10.815983522678442,10.815983522678442,10.766633027517933,10.783083192571434,24,18465
2013-01-03,10.832433687731948,10.774858110044686,10.725507614884172,10.832433687731948,32,17401
2013-01-04,10.783083192571434,10.758407944991184,10.733732697410929,10.774858110044686,41,15304
2013-01-07,10.815983522678442,10.758407944991184,10.758407944991184,10.758407944991184,78,15670
2013-01-08,10.824208605205195,10.79130827509819,10.75018286246443,10.75018286246443,53,17606
2013-01-09,10.815983522678442,10.774858110044686,10.774858110044686,10.79130827509819,33,10305
2013-01-10,10.807758440151693,10.807758440151693,10.774858110044686,10.774858110044686,30,12233
2013-01-11,10.774858110044686,10.766633027517933,10.725507614884172,10.774858110044686,45,18392
2013-01-14,10.758407944991184,10.709057449830674,10.69260728477717,10.74195777993768,62,22782
2013-01-15,10.79130827509819,10.79130827509819,10.709057449830674,10.709057449830674,29,21237
2013-01-16,10.799533357624941,10.79130827509819,10.766633027517933,10.799533357624941,37,20377
2013-01-17,10.783083192571434,10.758407944991184,10.74195777993768,10.774858110044686,68,14888
2013-01-18,10.766633027517933,10.733732697410929,10.733732697410929,10.75018286246443,74,23195
2013-01-22,10.783083192571434,10.774858110044686,10.733732697410929,10.74195777993768,40,33633
2013-01-23,10.815983522678442,10.815983522678442,10.774858110044686,10.79130827509819,46,12164
2013-01-24,10.832433687731948,10.824208605205195,10.783083192571434,10.783083192571434,27,11997
2013-01-25,10.824208605205195,10.799533357624941,10.774858110044686,10.799533357624941,74,26299
2013-01-28,10.807758440151693,10.774858110044686,10.74195777993768,10.799533357624941,39,11142
2013-01-29,10.774858110044686,10.733732697410929,10.733732697410929,10.758407944991184,45,23997
2013-01-30,10.758407944991184,10.758407944991184,10.69260728477717,10.74195777993768,49,36351
2013-01-31,10.79130827509819,10.79130827509819,10.766633027517933,10.766633027517933,22,24024
2013-02-01,10.840658770258697,10.840658770258697,10.766633027517933,10.832433687731948,83,39737
2013-02-04,10.840658770258697,10.832433687731948,10.815983522678442,10.840658770258697,52,21520
2013-02-05,10.824208605205195,10.774858110044686,10.733732697410929,10.824208605205195,48,31783
2013-02-06,10.783083192571434,10.783083192571434,10.75018286246443,10.766633027517933,41,21933
2013-02-07,10.807758440151693,10.807758440151693,10.766633027517933,10.783083192571434,42,8688
2013-02-08,10.815983522678442,10.807758440151693,10.79130827509819,10.799533357624941,23,15672
2013-02-11,10.832433687731948,10.79130827509819,10.733732697410929,10.832433687731948,63,27676
2013-02-12,10.848883852785452,10.832433687731948,10.766633027517933,10.79130827509819,47,26211
2013-02-13,10.815983522678442,10.758407944991184,10.74195777993768,10.815983522678442,17,11310
2013-02-14,10.799533357624941,10.783083192571434,10.733732697410929,10.75018286246443,53,33922
2013-02-15,10.807758440151693,10.79130827509819,10.733732697410929,10.807758440151693,60,20727
2013-02-19,10.840658770258697,10.840658770258697,10.799533357624941,10.815983522678442,38,21196
2013-02-20,10.857108935312201,10.857108935312201,10.840658770258697,10.840658770258697,31,20937
2013-02-21,10.922909595526214,10.881784182892456,10.807758440151693,10.840658770258697,43,23010
2013-02-22,10.94758484310647,10.94758484310647,10.881784182892456,10.890009265419211,17,20460
2013-02-25,10.939359760579721,10.922909595526214,10.890009265419211,10.931134678052967,63,22487
2013-02-26,10.955809925633222,10.922909595526214,10.922909595526214,10.931134678052967,15,17916
2013-02-27,10.988710255740228,10.988710255740228,10.94758484310647,10.980485173213477,38,26039
2013-02-28,11.029835668373988,10.964035008159973,10.94758484310647,11.029835668373988,36,23898
2013-03-01,11.06273599848099,11.029835668373988,10.939359760579721,10.939359760579721,100,27384
2013-03-04,11.04628583342749,11.029835668373988,11.005160420793732,11.029835668373988,25,18400
2013-03-05,11.06273599848099,11.054510915954243,11.038060750900739,11.04628583342749,21,11569
2013-03-06,11.070961081007745,11.04628583342749,10.996935338266981,11.054510915954243,53,25487
2013-03-07,11.04628583342749,11.005160420793732,10.988710255740228,11.04628583342749,29,14575
2013-03-08,11.013385503320483,11.005160420793732,10.94758484310647,10.980485173213477,75,36795
2013-03-11,11.021610585847236,11.013385503320483,10.955809925633222,11.005160420793732,36,23252
2013-03-12,11.10386141111475,11.04628583342749,11.021610585847236,11.021610585847236,98,27809
2013-03-13,11.070961081007745,10.931134678052967,10.89823434794596,11.06273599848099,80,31420
2013-03-14,10.922909595526214,10.890009265419211,10.832433687731948,10.906459430472712,39,21651
2013-03-15,10.988710255740228,10.955809925633222,10.881784182892456,10.890009265419211,78,21238
2013-03-18,11.029835668373988,11.021610585847236,10.94758484310647,11.005160420793732,41,17261
2013-03-19,11.013385503320483,10.94758484310647,10.931134678052967,10.939359760579721,88,28688
2013-03-20,11.005160420793732,10.972260090686726,10.922909595526214,10.94758484310647,54,20387
2013-03-21,11.013385503320483,11.013385503320483,10.980485173213477,10.980485173213477,14,14159
2013-03-22,11.038060750900739,11.038060750900739,10.964035008159973,11.013385503320483,71,23189
2013-03-25,11.06273599848099,11.06273599848099,10.980485173213477,11.054510915954243,33,14169
2013-03-26,11.087411246061249,11.04628583342749,10.964035008159973,11.087411246061249,60,27163
2013-03-27,11.10386141111475,11.10386141111475,11.029835668373988,11.04628583342749,41,31803
2013-03-28,11.22723764901603,11.144986823748512,11.10386141111475,11.10386141111475,162,59289
